out_airline_company,in_airline_company,dep_city,arr_city,out_dep_date,out_dep_time,out_duration,out_stop_num,out_arr_date,out_arr_time,in_dep_date,in_dep_time,in_duration,in_stop_num,in_arr_date,in_arr_time,price_ticket,hour_scrap,day_scrap
"Swiss, operated by Brussels Airlines",Swiss,BRU,JFK,Aug 1,6:55 AM,11h 50m,1 stop,Aug 1,12:45 PM,Aug 15,4:30 PM,15h 45m,1 stop,Aug 16,2:15 PM,"1 029,26 €",20,28
Swiss,Swiss,BRU,JFK,Aug 1,9:45 AM,12h 30m,1 stop,Aug 1,4:15 PM,Aug 15,4:30 PM,15h 45m,1 stop,Aug 16,2:15 PM,"1 029,26 €",20,28
"Swiss, operated by Brussels Airlines",Swiss,BRU,JFK,Aug 1,6:55 AM,11h 50m,1 stop,Aug 1,12:45 PM,Aug 15,8:55 PM,16h 35m,1 stop,Aug 16,7:30 PM,"1 099,79 €",20,28
Swiss,Swiss,BRU,JFK,Aug 1,9:45 AM,12h 30m,1 stop,Aug 1,4:15 PM,Aug 15,8:55 PM,16h 35m,1 stop,Aug 16,7:30 PM,"1 099,79 €",20,28
Swiss,Swiss,BRU,JFK,Aug 1,9:45 AM,12h 30m,1 stop,Aug 1,4:15 PM,Aug 15,8:55 PM,11h 20m,1 stop,Aug 16,2:15 PM,"1 099,79 €",20,28
Swiss,Swiss,BRU,JFK,Aug 1,9:15 AM,11h 10m,1 stop,Aug 1,2:25 PM,Aug 15,7:25 PM,21h 05m,1 stop,Aug 16,10:30 PM,"890,73 €",20,28
"Swiss, operated by Brussels Airlines",Swiss,BRU,JFK,Aug 1,6:20 AM,14h 05m,1 stop,Aug 1,2:25 PM,Aug 15,4:30 PM,15h 45m,1 stop,Aug 16,2:15 PM,"1 099,79 €",20,28
"Swiss, operated by Brussels Airlines",Swiss,BRU,JFK,Aug 1,6:20 AM,14h 05m,1 stop,Aug 1,2:25 PM,Aug 15,8:55 PM,16h 35m,1 stop,Aug 16,7:30 PM,"961,26 €",20,28
"Swiss, operated by Brussels Airlines",Swiss,BRU,JFK,Aug 1,6:55 AM,11h 50m,1 stop,Aug 1,12:45 PM,Aug 15,7:25 PM,17h 00m,1 stop,Aug 16,6:25 PM,"1 029,26 €",20,28
"Swiss, operated by Brussels Airlines",Swiss,BRU,JFK,Aug 1,6:20 AM,14h 05m,1 stop,Aug 1,2:25 PM,Aug 15,7:25 PM,21h 05m,1 stop,Aug 16,10:30 PM,"890,73 €",20,28
Swiss,Swiss,BRU,JFK,Aug 1,9:45 AM,12h 30m,1 stop,Aug 1,4:15 PM,Aug 15,7:25 PM,17h 00m,1 stop,Aug 16,6:25 PM,"1 029,26 €",20,28
"Swiss, operated by Brussels Airlines",Swiss,BRU,JFK,Aug 1,6:55 AM,11h 50m,1 stop,Aug 1,12:45 PM,Aug 15,4:30 PM,15h 45m,1 stop,Aug 16,2:15 PM,"1 099,79 €",20,28
Swiss,Swiss,BRU,JFK,Aug 1,9:45 AM,12h 30m,1 stop,Aug 1,4:15 PM,Aug 15,4:30 PM,15h 45m,1 stop,Aug 16,2:15 PM,"1 029,26 €",20,28
"Swiss, operated by Brussels Airlines",Swiss,BRU,JFK,Aug 1,6:55 AM,11h 50m,1 stop,Aug 1,12:45 PM,Aug 15,8:55 PM,16h 35m,1 stop,Aug 16,7:30 PM,"1 099,79 €",20,28
Swiss,Swiss,BRU,JFK,Aug 1,9:45 AM,12h 30m,1 stop,Aug 1,4:15 PM,Aug 15,8:55 PM,16h 35m,1 stop,Aug 16,7:30 PM,"1 099,79 €",20,28
