out_airline_company,in_airline_company,dep_city,arr_city,out_dep_date,out_dep_time,out_duration,out_stop_num,out_arr_date,out_arr_time,in_dep_date,in_dep_time,in_duration,in_stop_num,in_arr_date,in_arr_time,price_ticket,hour_scrap,day_scrap
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 857,89 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 800,01 €",16,23
KLM,LATAM,BRU,GRU,Aug 1,10:25 AM,14h 25m,1 stop,Aug 1,7:50 PM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 857,89 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 869,00 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:50 PM,15h 05m,1 stop,Aug 16,7:55 PM,"1 844,71 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:50 PM,15h 05m,1 stop,Aug 16,7:55 PM,"1 855,82 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"1 835,91 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"1 855,82 €",16,23
Iberia,"Iberia, operated by LATAM",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"1 835,91 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 847,02 €",16,23
Air Europa,Air Europa,BRU,GRU,Aug 1,6:55 PM,15h 30m,1 stop,Aug 2,5:25 AM,Aug 15,1:50 PM,14h 55m,1 stop,Aug 16,9:45 AM,"1 860,38 €",16,23
Iberia,TAP Portugal,BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,12:40 AM,14h 20m,1 stop,Aug 15,8:00 PM,"1 885,11 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Iberia For Latam Airlines Group",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,2:20 PM,16h 05m,1 stop,Aug 16,11:25 AM,"1 860,38 €",16,23
Iberia,TAP Portugal,BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,3:30 PM,14h 30m,1 stop,Aug 16,11:00 AM,"1 959,36 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 959,36 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 919,00 €",16,23
"Taag Angola Airlines, operated by Brussels Airlines","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,10:20 AM,22h 10m,1 stop,Aug 2,3:30 AM,Aug 15,11:50 PM,15h 05m,1 stop,Aug 16,7:55 PM,"1 622,79 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"1 919,00 €",16,23
"Taag Angola Airlines, operated by Brussels Airlines","LATAM, operated by Iberia For Latam Airlines Group",BRU,GRU,Aug 1,10:20 AM,22h 10m,1 stop,Aug 2,3:30 AM,Aug 15,2:20 PM,16h 05m,1 stop,Aug 16,11:25 AM,"1 598,10 €",16,23
"Taag Angola Airlines, operated by Brussels Airlines","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,10:20 AM,22h 10m,1 stop,Aug 2,3:30 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"1 613,99 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:50 PM,15h 05m,1 stop,Aug 16,7:55 PM,"1 905,82 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group",Air Europa,BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,1:50 PM,14h 45m,1 stop,Aug 16,9:35 AM,"1 613,99 €",16,23
"KLM, operated by Klm Cityhopper","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,8:00 AM,16h 50m,1 stop,Aug 1,7:50 PM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"1 813,60 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"1 905,82 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"1 977,02 €",16,23
"Brussels Airlines, operated by Lufthansa",Air Europa,BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,1:50 PM,14h 45m,1 stop,Aug 16,9:35 AM,"1 924,24 €",16,23
Lufthansa,Air Europa,BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,1:50 PM,14h 45m,1 stop,Aug 16,9:35 AM,"1 925,80 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"1 897,02 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"1 988,13 €",16,23
"TAP Portugal, operated by Brussels Airlines","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,5:05 PM,17h 30m,1 stop,Aug 2,5:35 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"1 806,93 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 897,02 €",16,23
"KLM, operated by Klm Cityhopper",KLM,BRU,GRU,Aug 1,8:00 AM,16h 50m,1 stop,Aug 1,7:50 PM,Aug 15,9:45 PM,19h 35m,1 stop,Aug 16,10:20 PM,"1 683,73 €",16,23
Iberia,"LATAM, operated by Iberia For Latam Airlines Group",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,2:20 PM,16h 05m,1 stop,Aug 16,11:25 AM,"1 908,60 €",16,23
ITA Airways,ITA Airways,BRU,GRU,Aug 1,6:25 PM,15h 55m,1 stop,Aug 2,5:20 AM,Aug 15,2:25 PM,15h 15m,1 stop,Aug 16,10:40 AM,"1 914,04 €",16,23
KLM,KLM,BRU,GRU,Aug 1,10:25 AM,14h 25m,1 stop,Aug 1,7:50 PM,Aug 15,9:45 PM,28h 45m,1 stop,Aug 17,7:30 AM,"1 499,73 €",16,23
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,19h 45m,1 stop,Aug 16,7:30 PM,"1 908,60 €",16,23
"Swiss, operated by Air Baltic Corporation",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 914,04 €",16,23
"Brussels Airlines, operated by Lufthansa",Air Europa,BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,1:50 PM,14h 55m,1 stop,Aug 16,9:45 AM,"1 499,73 €",16,23
Lufthansa,Air Europa,BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,1:50 PM,14h 55m,1 stop,Aug 16,9:45 AM,"1 965,46 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group",Air Europa,BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,1:50 PM,14h 55m,1 stop,Aug 16,9:45 AM,"2 020,20 €",16,23
Brussels Airlines,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,8:00 AM,25h 45m,1 stop,Aug 2,4:45 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 800,01 €",16,23
"Brussels Airlines, operated by City Jet","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:15 PM,14h 10m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 054,54 €",16,23
"KLM, operated by Klm Cityhopper",TAP Portugal,BRU,GRU,Aug 1,8:00 AM,16h 50m,1 stop,Aug 1,7:50 PM,Aug 15,12:40 AM,14h 20m,1 stop,Aug 15,8:00 PM,"1 931,05 €",16,23
TAP Portugal,TAP Portugal,BRU,GRU,Aug 1,6:00 AM,17h 30m,1 stop,Aug 1,6:30 PM,Aug 15,8:35 PM,14h 10m,1 stop,Aug 16,3:45 PM,"1 910,78 €",16,23
"TAP Portugal, operated by Brussels Airlines",TAP Portugal,BRU,GRU,Aug 1,5:05 PM,17h 30m,1 stop,Aug 2,5:35 AM,Aug 15,8:35 PM,14h 10m,1 stop,Aug 16,3:45 PM,"1 910,78 €",16,23
"Brussels Airlines, operated by Lufthansa",LATAM,BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 998,20 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 007,68 €",16,23
Lufthansa,LATAM,BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 999,76 €",16,23
"KLM, operated by Klm Cityhopper",TAP Portugal,BRU,GRU,Aug 1,8:00 AM,16h 50m,1 stop,Aug 1,7:50 PM,Aug 15,3:30 PM,14h 30m,1 stop,Aug 16,11:00 AM,"1 931,05 €",16,23
"Lufthansa, operated by City Jet For Brussels Airlines",Swiss,BRU,GRU,Aug 1,7:15 PM,14h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"2 043,89 €",16,23
TAP Portugal,TAP Portugal,BRU,GRU,Aug 1,6:00 AM,17h 30m,1 stop,Aug 1,6:30 PM,Aug 15,12:40 AM,14h 20m,1 stop,Aug 15,8:00 PM,"1 910,78 €",16,23
"TAP Portugal, operated by Brussels Airlines",TAP Portugal,BRU,GRU,Aug 1,5:05 PM,17h 30m,1 stop,Aug 2,5:35 AM,Aug 15,12:40 AM,14h 20m,1 stop,Aug 15,8:00 PM,"1 998,20 €",16,23
Iberia,"Iberia, operated by LATAM",BRU,GRU,Aug 1,7:40 PM,14h 15m,1 stop,Aug 2,4:55 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"2 054,69 €",16,23
TAP Portugal,TAP Portugal,BRU,GRU,Aug 1,6:00 AM,17h 30m,1 stop,Aug 1,6:30 PM,Aug 15,3:30 PM,14h 30m,1 stop,Aug 16,11:00 AM,"1 910,78 €",16,23
"TAP Portugal, operated by Brussels Airlines",TAP Portugal,BRU,GRU,Aug 1,5:05 PM,17h 30m,1 stop,Aug 2,5:35 AM,Aug 15,3:30 PM,14h 30m,1 stop,Aug 16,11:00 AM,"1 910,78 €",16,23
"Taag Angola Airlines, operated by Brussels Airlines",TAP Portugal,BRU,GRU,Aug 1,10:20 AM,22h 10m,1 stop,Aug 2,3:30 AM,Aug 15,12:40 AM,14h 20m,1 stop,Aug 15,8:00 PM,"1 731,44 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:50 PM,15h 05m,1 stop,Aug 16,7:55 PM,"1 994,50 €",16,23
"Taag Angola Airlines, operated by Brussels Airlines",Air Europa,BRU,GRU,Aug 1,10:20 AM,22h 10m,1 stop,Aug 2,3:30 AM,Aug 15,1:50 PM,14h 45m,1 stop,Aug 16,9:35 AM,"1 910,78 €",16,23
"LATAM, operated by Lufthansa For Latam Airlines Brasil","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 020,65 €",16,23
"Taag Angola Airlines, operated by Brussels Airlines",TAP Portugal,BRU,GRU,Aug 1,10:20 AM,22h 10m,1 stop,Aug 2,3:30 AM,Aug 15,3:30 PM,14h 30m,1 stop,Aug 16,11:00 AM,"1 731,44 €",16,23
"Brussels Airlines, operated by City Jet","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:15 PM,14h 10m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 088,43 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"2 027,02 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"1 985,70 €",16,23
Iberia,"Iberia, operated by LATAM",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,18h 15m,1 stop,Aug 16,10:30 PM,"1 868,69 €",16,23
"TAP Portugal, operated by Brussels Airlines",Air Europa,BRU,GRU,Aug 1,5:05 PM,17h 30m,1 stop,Aug 2,5:35 AM,Aug 15,1:50 PM,14h 45m,1 stop,Aug 16,9:35 AM,"1 920,61 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"2 038,13 €",16,23
KLM,"LATAM, operated by Iberia For Latam Airlines Group",BRU,GRU,Aug 1,10:25 AM,14h 25m,1 stop,Aug 1,7:50 PM,Aug 15,2:20 PM,27h 10m,1 stop,Aug 16,10:30 PM,"1 590,54 €",16,23
"Brussels Airlines, operated by City Jet","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:15 PM,14h 10m,1 stop,Aug 2,4:25 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"2 045,45 €",16,23
Brussels Airlines,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,6:25 AM,27h 20m,1 stop,Aug 2,4:45 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 591,20 €",16,23
Swiss,Lufthansa,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 104,16 €",16,23
KLM,KLM,BRU,GRU,Aug 1,10:25 AM,14h 25m,1 stop,Aug 1,7:50 PM,Aug 15,9:45 PM,30h 55m,1 stop,Aug 17,9:40 AM,"1 499,73 €",16,23
TAP Portugal,TAP Portugal,BRU,GRU,Aug 1,3:55 PM,18h 40m,1 stop,Aug 2,5:35 AM,Aug 15,8:35 PM,14h 10m,1 stop,Aug 16,3:45 PM,"1 910,78 €",16,23
"LATAM, operated by Lufthansa For Latam Airlines Brasil","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 054,54 €",16,23
"LATAM, operated by Lufthansa For Latam Airlines Brasil","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 054,54 €",16,23
"Brussels Airlines, operated by City Jet","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:15 PM,14h 10m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 088,43 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"2 027,02 €",16,23
Iberia,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"1 985,70 €",16,23
Iberia,"Iberia, operated by LATAM",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,18h 15m,1 stop,Aug 16,10:30 PM,"1 868,69 €",16,23
"TAP Portugal, operated by Brussels Airlines",Air Europa,BRU,GRU,Aug 1,5:05 PM,17h 30m,1 stop,Aug 2,5:35 AM,Aug 15,1:50 PM,14h 45m,1 stop,Aug 16,9:35 AM,"1 985,70 €",16,23
"LATAM, operated by Iberia For Latam Airlines Group","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:40 PM,15h 10m,1 stop,Aug 2,5:50 AM,Aug 15,11:15 PM,14h 40m,1 stop,Aug 16,6:55 PM,"2 038,13 €",16,23
KLM,"LATAM, operated by Iberia For Latam Airlines Group",BRU,GRU,Aug 1,10:25 AM,14h 25m,1 stop,Aug 1,7:50 PM,Aug 15,2:20 PM,27h 10m,1 stop,Aug 16,10:30 PM,"1 590,54 €",16,23
"Brussels Airlines, operated by City Jet","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,7:15 PM,14h 10m,1 stop,Aug 2,4:25 AM,Aug 15,11:15 PM,15h 35m,1 stop,Aug 16,7:50 PM,"2 045,45 €",16,23
Brussels Airlines,"LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,6:25 AM,27h 20m,1 stop,Aug 2,4:45 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"1 591,20 €",16,23
Swiss,Lufthansa,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 104,16 €",16,23
KLM,KLM,BRU,GRU,Aug 1,10:25 AM,14h 25m,1 stop,Aug 1,7:50 PM,Aug 15,9:45 PM,30h 55m,1 stop,Aug 17,9:40 AM,"1 591,20 €",16,23
TAP Portugal,TAP Portugal,BRU,GRU,Aug 1,3:55 PM,18h 40m,1 stop,Aug 2,5:35 AM,Aug 15,8:35 PM,14h 10m,1 stop,Aug 16,3:45 PM,"1 910,78 €",16,23
"LATAM, operated by Lufthansa For Latam Airlines Brasil","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 054,54 €",16,23
"LATAM, operated by Lufthansa For Latam Airlines Brasil","LATAM, operated by Latam Airlines Brasil",BRU,GRU,Aug 1,6:05 PM,15h 20m,1 stop,Aug 2,4:25 AM,Aug 15,11:50 PM,14h 30m,1 stop,Aug 16,7:20 PM,"2 054,54 €",16,23
