out_airline_company,in_airline_company,dep_city,arr_city,out_dep_date,out_dep_time,out_duration,out_stop_num,out_arr_date,out_arr_time,in_dep_date,in_dep_time,in_duration,in_stop_num,in_arr_date,in_arr_time,price_ticket,hour_scrap,day_scrap
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 465,71 €",20,23
"Lufthansa, operated by Cityjet For Brussels Airlines",Lufthansa,BRU,GRU,Aug 1,7:15 PM,14h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 465,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 315,71 €",20,23
"Lufthansa, operated by Cityjet For Brussels Airlines",Lufthansa,BRU,GRU,Aug 1,7:15 PM,14h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 465,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,6:05 PM,15h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 465,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"2 315,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,6:05 PM,15h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 315,71 €",20,23
"Lufthansa, operated by Cityjet For Brussels Airlines",Lufthansa,BRU,GRU,Aug 1,7:15 PM,14h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"2 315,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,6:05 PM,15h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"2 315,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,2:40 PM,19h 10m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 315,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,2:40 PM,19h 10m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 315,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 465,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 315,71 €",20,23
Lufthansa,Lufthansa,BRU,GRU,Aug 1,2:40 PM,19h 10m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"2 315,71 €",20,23
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 916,59 €",20,23
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,19h 45m,1 stop,Aug 16,7:30 PM,"1 916,59 €",20,23
"Swiss, operated by Air Baltic",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 916,59 €",20,23
"Swiss, operated by Brussels Airlines",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,2 stops,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 944,53 €",20,23
"Swiss, operated by Air Baltic",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,19h 45m,1 stop,Aug 16,7:30 PM,"1 916,59 €",20,23
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,18h 40m,2 stops,Aug 16,6:25 PM,"2 094,53 €",20,23
"Swiss, operated by Brussels Airlines",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,2 stops,Aug 2,5:25 AM,Aug 15,6:45 PM,19h 45m,1 stop,Aug 16,7:30 PM,"1 916,59 €",20,23
Swiss,Swiss,BRU,GRU,Aug 1,9:15 AM,25h 10m,2 stops,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 944,53 €",20,23
