out_airline_company,in_airline_company,dep_city,arr_city,out_dep_date,out_dep_time,out_duration,out_stop_num,out_arr_date,out_arr_time,in_dep_date,in_dep_time,in_duration,in_stop_num,in_arr_date,in_arr_time,price_ticket,hour_scrap,day_scrap
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"1 946,33 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 215,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"1 946,33 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,16h 35m,2 stops,Aug 16,3:50 PM,"2 084,17 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,17h 55m,2 stops,Aug 16,5:10 PM,"2 084,17 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,17h 55m,2 stops,Aug 16,5:10 PM,"2 084,17 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"1 946,33 €",22,30
"Lufthansa, operated by Cityjet For Brussels Airlines",Lufthansa,BRU,GRU,Aug 1,7:15 PM,14h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 084,17 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 50m,2 stops,Aug 16,8:05 PM,"2 084,17 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"2 465,73 €",22,30
"Lufthansa, operated by Cityjet For Brussels Airlines",Lufthansa,BRU,GRU,Aug 1,7:15 PM,14h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 084,17 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,6:05 PM,15h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 465,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 215,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,6:05 PM,15h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 465,73 €",22,30
"Lufthansa, operated by Cityjet For Brussels Airlines",Lufthansa,BRU,GRU,Aug 1,7:15 PM,14h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"2 315,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,23h 20m,1 stop,Aug 16,10:35 PM,"2 217,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,17h 55m,2 stops,Aug 16,5:10 PM,"2 315,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,17h 55m,2 stops,Aug 16,5:10 PM,"2 084,17 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,6:05 PM,15h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"2 315,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,2:40 PM,19h 10m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 084,17 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,32h 20m,1 stop,Aug 17,7:35 AM,"2 315,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,2:40 PM,19h 10m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 315,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,33h 20m,1 stop,Aug 17,8:35 AM,"1 965,27 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 50m,2 stops,Aug 16,8:05 PM,"2 315,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:05 PM,13h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,34h 55m,1 stop,Aug 17,10:10 AM,"1 965,27 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,2:40 PM,19h 10m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,20h 05m,1 stop,Aug 16,7:20 PM,"2 315,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,11:20 AM,22h 30m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 467,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,11:20 AM,22h 30m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,18h 05m,1 stop,Aug 16,5:20 PM,"2 317,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,23h 20m,1 stop,Aug 16,10:35 PM,"2 217,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,9:30 AM,24h 20m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 467,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,32h 20m,1 stop,Aug 17,7:35 AM,"1 965,27 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,6:05 PM,15h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,23h 20m,1 stop,Aug 16,10:35 PM,"2 467,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,33h 20m,1 stop,Aug 17,8:35 AM,"1 965,27 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:15 AM,25h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"1 965,27 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,23h 20m,1 stop,Aug 16,10:35 PM,"2 217,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,9:30 AM,24h 20m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 467,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,32h 20m,1 stop,Aug 17,7:35 AM,"1 965,27 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,6:05 PM,15h 45m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,23h 20m,1 stop,Aug 16,10:35 PM,"2 467,73 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,1:15 PM,20h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,33h 20m,1 stop,Aug 17,8:35 AM,"1 965,27 €",22,30
Lufthansa,Lufthansa,BRU,GRU,Aug 1,8:15 AM,25h 35m,1 stop,Aug 2,4:50 AM,Aug 15,6:15 PM,14h 40m,1 stop,Aug 16,1:55 PM,"2 467,73 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 799,81 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,19h 45m,1 stop,Aug 16,7:30 PM,"1 799,81 €",22,30
"Swiss, operated by Air Baltic Corporation",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 799,81 €",22,30
"Swiss, operated by Air Baltic Corporation",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,19h 45m,1 stop,Aug 16,7:30 PM,"1 799,81 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,9:45 AM,24h 40m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 799,81 €",22,30
"Swiss, operated by Brussels Airlines",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,2 stops,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 799,81 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,18h 40m,2 stops,Aug 16,6:25 PM,"2 094,62 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,9:45 AM,24h 40m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,19h 45m,1 stop,Aug 16,7:30 PM,"1 799,81 €",22,30
"Swiss, operated by Brussels Airlines",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,2 stops,Aug 2,5:25 AM,Aug 15,6:45 PM,19h 45m,1 stop,Aug 16,7:30 PM,"1 944,62 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,9:15 AM,25h 10m,2 stops,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 944,62 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,9:15 AM,25h 10m,2 stops,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"1 944,62 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,33h 00m,1 stop,Aug 17,8:45 AM,"1 799,81 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,22h 45m,2 stops,Aug 16,10:30 PM,"2 094,62 €",22,30
Swiss,Swiss,BRU,GRU,Aug 1,8:15 PM,14h 10m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,22h 45m,2 stops,Aug 16,10:30 PM,"2 094,62 €",22,30
"Swiss, operated by Air Baltic",Swiss,BRU,GRU,Aug 1,3:00 PM,19h 25m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,18h 40m,2 stops,Aug 16,6:25 PM,"2 094,62 €",22,30
"Swiss, operated by Brussels Airlines",Swiss,BRU,GRU,Aug 1,6:55 AM,27h 30m,1 stop,Aug 2,5:25 AM,Aug 15,6:45 PM,14h 30m,1 stop,Aug 16,2:15 PM,"2 049,10 €",22,30
